person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,faixa_etaria
30000,OWN,3.0,PERSONAL,A,6000,7.9,0,0.2,N,2,20-29
100000,MORTGAGE,0.0,MEDICAL,C,24000,13.47,0,0.24,N,4,20-29
100000,MORTGAGE,2.0,PERSONAL,C,6850,13.47,0,0.07,N,4,20-29
33000,RENT,1.0,MEDICAL,B,14125,9.91,1,0.43,N,3,20-29
30000,OWN,,EDUCATION,A,14125,6.62,0,0.47,N,4,20-29
88000,MORTGAGE,0.0,EDUCATION,B,15000,10.2,1,0.17,N,4,20-29
30000,OWN,3.0,VENTURE,A,1925,6.03,0,0.06,N,3,20-29
100000,OTHER,1.0,MEDICAL,B,25000,,0,0.25,N,3,20-29
100000,OWN,4.0,MEDICAL,C,15000,11.28,0,0.15,N,4,20-29
100000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,N,3,20-29
100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6000,,0,0.06,N,3,20-29
88000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6400,11.66,1,0.07,Y,3,20-29
40000,RENT,4.0,DEBTCONSOLIDATION,B,14125,11.49,1,0.35,N,3,20-29
100000,MORTGAGE,9.0,EDUCATION,B,12800,9.45,0,0.13,N,3,20-29
92000,RENT,10.0,PERSONAL,B,14200,10.99,0,0.15,N,3,20-29
100000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,11.34,0,0.15,Y,2,20-29
78000,RENT,1.0,EDUCATION,B,14275,9.91,0,0.18,N,4,20-29
135000,RENT,10.0,PERSONAL,B,14275,9.45,0,0.11,N,2,20-29
74867,MORTGAGE,4.0,MEDICAL,D,17000,16.02,1,0.19,Y,4,20-29
100080,MORTGAGE,7.0,PERSONAL,B,20600,12.53,0,0.21,N,4,20-29
88128,MORTGAGE,0.0,EDUCATION,B,1950,9.99,1,0.02,N,2,20-29
74909,MORTGAGE,8.0,MEDICAL,B,14000,9.99,1,0.16,N,2,20-29
100400,MORTGAGE,6.0,HOMEIMPROVEMENT,E,10000,16.4,0,0.1,Y,4,20-29
100505,OWN,9.0,HOMEIMPROVEMENT,B,35000,11.99,0,0.35,N,3,20-29
100800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,20000,7.9,0,0.2,N,4,20-29
35000,RENT,4.0,PERSONAL,D,14400,15.7,1,0.41,N,4,20-29
100800,MORTGAGE,7.0,EDUCATION,B,8000,11.99,0,0.08,N,3,20-29
100800,MORTGAGE,4.0,EDUCATION,B,21000,11.49,0,0.21,N,4,20-29
100800,MORTGAGE,8.0,MEDICAL,B,10800,10.75,0,0.11,N,4,20-29
75500,MORTGAGE,10.0,MEDICAL,D,6000,14.74,1,0.07,Y,4,20-29
30000,OWN,3.0,EDUCATION,A,15000,6.62,0,0.5,N,4,20-29
100860,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.99,0,0.06,N,4,20-29
36000,RENT,3.0,PERSONAL,C,14400,13.57,1,0.4,N,2,20-29
100995,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,7.51,0,0.16,N,2,20-29
101000,MORTGAGE,9.0,EDUCATION,B,17000,11.71,0,0.17,N,3,20-29
101000,MORTGAGE,7.0,PERSONAL,E,20000,17.43,0,0.2,Y,3,20-29
30000,OWN,3.0,MEDICAL,B,7200,10.99,0,0.24,N,2,20-29
34320,RENT,5.0,MEDICAL,E,14400,16.82,1,0.42,Y,3,20-29
36500,RENT,1.0,PERSONAL,D,14400,15.05,1,0.39,N,4,20-29
101000,MORTGAGE,6.0,PERSONAL,A,16000,7.88,0,0.16,N,3,20-29
101000,MORTGAGE,7.0,EDUCATION,D,25000,,0,0.25,Y,3,20-29
42996,RENT,2.0,DEBTCONSOLIDATION,C,14400,,1,0.33,Y,4,20-29
101000,OWN,5.0,MEDICAL,B,24250,12.53,0,0.24,N,4,20-29
89000,MORTGAGE,1.0,VENTURE,D,25000,15.65,1,0.28,Y,4,20-29
43000,RENT,7.0,MEDICAL,B,14400,9.62,1,0.33,N,4,20-29
101004,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14000,10.25,0,0.14,N,2,20-29
43000,RENT,2.0,DEBTCONSOLIDATION,A,14400,7.88,1,0.33,N,2,20-29
30000,OWN,6.0,VENTURE,A,6000,7.49,0,0.2,N,3,20-29
101138,MORTGAGE,2.0,EDUCATION,C,20500,13.48,0,0.2,N,4,20-29
101400,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5600,6.62,0,0.06,N,3,20-29
101400,MORTGAGE,8.0,PERSONAL,A,9900,8.0,0,0.1,N,4,20-29
101400,MORTGAGE,0.0,PERSONAL,A,6400,,0,0.06,N,3,20-29
45000,RENT,4.0,EDUCATION,B,14400,,1,0.32,N,3,20-29
48000,RENT,0.0,DEBTCONSOLIDATION,C,14400,13.49,0,0.3,Y,2,20-29
101900,MORTGAGE,0.0,VENTURE,A,13600,6.62,0,0.13,N,3,20-29
102000,OWN,0.0,MEDICAL,D,30000,16.77,0,0.29,Y,2,20-29
50000,RENT,4.0,DEBTCONSOLIDATION,A,14400,,0,0.29,N,2,20-29
102000,MORTGAGE,5.0,EDUCATION,B,6975,9.91,0,0.07,N,3,20-29
51000,RENT,3.0,DEBTCONSOLIDATION,A,14400,7.51,0,0.28,N,4,20-29
102000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,11.71,0,0.25,N,4,20-29
45871,RENT,5.0,HOMEIMPROVEMENT,D,14400,,1,0.31,Y,3,20-29
102000,MORTGAGE,5.0,PERSONAL,A,35000,7.9,0,0.34,N,3,20-29
102000,OWN,9.0,MEDICAL,B,8000,12.42,0,0.08,N,4,20-29
102000,MORTGAGE,5.0,MEDICAL,C,12000,15.27,0,0.12,N,3,20-29
102000,OWN,5.0,PERSONAL,A,23800,8.9,0,0.23,N,2,20-29
56400,RENT,5.0,PERSONAL,E,14400,18.79,0,0.26,N,3,20-29
102000,MORTGAGE,5.0,PERSONAL,A,13000,5.42,0,0.13,N,3,20-29
57000,RENT,8.0,MEDICAL,A,14400,7.49,0,0.25,N,4,20-29
102000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11200,7.91,0,0.11,N,4,20-29
102000,MORTGAGE,3.0,MEDICAL,A,18000,8.49,0,0.18,N,3,20-29
102000,MORTGAGE,6.0,PERSONAL,A,10000,7.49,0,0.1,N,4,20-29
90000,MORTGAGE,6.0,PERSONAL,B,15000,9.99,1,0.17,N,3,20-29
102000,MORTGAGE,6.0,VENTURE,B,9800,10.36,0,0.1,N,2,20-29
102000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,,0,0.06,Y,3,20-29
58977,RENT,7.0,DEBTCONSOLIDATION,C,14400,,0,0.24,N,4,20-29
102000,MORTGAGE,7.0,EDUCATION,B,10000,11.49,0,0.1,N,2,20-29
59000,RENT,4.0,PERSONAL,A,14400,8.9,0,0.24,N,3,20-29
102000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000,13.61,0,0.06,N,2,20-29
102000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,14400,,0,0.14,Y,2,20-29
102000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.2,N,3,20-29
102000,MORTGAGE,7.0,MEDICAL,B,7200,,0,0.07,N,3,20-29
54000,RENT,0.0,DEBTCONSOLIDATION,D,14400,,1,0.27,N,4,20-29
102000,MORTGAGE,8.0,VENTURE,B,20000,10.25,0,0.2,N,3,20-29
102000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.06,N,2,20-29
102000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,11.36,0,0.2,N,4,20-29
60996,RENT,7.0,PERSONAL,C,14400,12.84,0,0.24,N,3,20-29
61000,RENT,1.0,PERSONAL,B,14400,12.53,0,0.24,N,2,20-29
102000,OWN,8.0,MEDICAL,B,24250,11.83,0,0.24,N,3,20-29
102000,OWN,1.0,MEDICAL,C,7000,12.87,0,0.07,N,3,20-29
62000,RENT,0.0,DEBTCONSOLIDATION,C,14400,13.47,0,0.23,Y,3,20-29
64000,RENT,9.0,MEDICAL,B,14400,9.62,0,0.23,N,2,20-29
102000,MORTGAGE,0.0,EDUCATION,D,18000,14.96,0,0.18,N,3,20-29
102000,OWN,7.0,EDUCATION,A,15000,8.94,0,0.15,N,3,20-29
70000,RENT,4.0,EDUCATION,C,14400,12.68,0,0.21,Y,4,20-29
90000,MORTGAGE,5.0,VENTURE,C,19200,12.84,1,0.21,Y,4,20-29
70000,RENT,5.0,HOMEIMPROVEMENT,C,14400,12.23,0,0.21,N,4,20-29
72000,RENT,3.0,DEBTCONSOLIDATION,B,14400,11.14,0,0.2,N,3,20-29
102211,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.15,N,2,20-29
72000,RENT,6.0,PERSONAL,B,14400,10.0,0,0.2,N,4,20-29
68000,RENT,1.0,PERSONAL,E,14400,17.99,1,0.21,Y,3,20-29
102456,MORTGAGE,10.0,VENTURE,D,25000,,0,0.24,Y,2,20-29
102500,MORTGAGE,4.0,EDUCATION,A,11800,6.03,0,0.12,N,2,20-29
102960,MORTGAGE,2.0,DEBTCONSOLIDATION,A,16000,7.88,0,0.16,N,2,20-29
102996,MORTGAGE,3.0,VENTURE,A,20000,6.91,0,0.19,N,4,20-29
102996,MORTGAGE,1.0,VENTURE,C,5000,14.22,0,0.05,Y,4,20-29
102996,MORTGAGE,6.0,MEDICAL,A,8000,7.74,0,0.08,N,3,20-29
103000,MORTGAGE,8.0,VENTURE,C,21000,13.49,0,0.2,Y,2,20-29
103000,OWN,8.0,EDUCATION,D,24000,16.77,0,0.23,N,3,20-29
103000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4000,13.49,0,0.04,N,2,20-29
103000,MORTGAGE,7.0,VENTURE,D,15000,15.99,0,0.15,Y,2,20-29
103000,MORTGAGE,4.0,PERSONAL,A,29175,,0,0.28,N,2,20-29
103000,MORTGAGE,,MEDICAL,A,2500,,0,0.02,N,3,20-29
103000,MORTGAGE,8.0,PERSONAL,B,8000,10.74,0,0.08,N,3,20-29
103000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,21850,10.0,0,0.21,N,3,20-29
103000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,6400,10.37,0,0.06,N,3,20-29
103000,MORTGAGE,7.0,EDUCATION,C,17000,14.35,0,0.17,N,4,20-29
103000,MORTGAGE,2.0,MEDICAL,B,6000,,0,0.06,N,4,20-29
76000,RENT,0.0,EDUCATION,C,14400,14.35,0,0.19,N,2,20-29
78000,RENT,6.0,VENTURE,C,14400,14.27,0,0.18,Y,4,20-29
80000,RENT,1.0,PERSONAL,B,14400,11.71,0,0.18,N,2,20-29
80000,RENT,1.0,MEDICAL,C,14400,12.68,0,0.18,N,4,20-29
91000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,5000,14.96,1,0.05,N,2,20-29
77350,MORTGAGE,2.0,MEDICAL,D,25000,15.7,1,0.27,Y,3,20-29
80400,RENT,5.0,VENTURE,A,14400,,0,0.18,N,4,20-29
30000,OWN,1.0,DEBTCONSOLIDATION,D,4000,15.65,0,0.13,Y,4,20-29
81380,RENT,9.0,MEDICAL,B,14400,10.37,0,0.18,N,4,20-29
30000,OWN,6.0,DEBTCONSOLIDATION,D,4000,,0,0.13,Y,3,20-29
103000,MORTGAGE,1.0,PERSONAL,E,20000,17.04,0,0.19,N,2,20-29
82000,RENT,3.0,VENTURE,A,14400,7.66,0,0.18,N,2,20-29
103200,MORTGAGE,8.0,PERSONAL,A,9000,6.76,0,0.09,N,2,20-29
103240,MORTGAGE,0.0,VENTURE,A,4000,,0,0.04,N,4,20-29
103500,MORTGAGE,0.0,PERSONAL,A,7500,6.54,0,0.07,N,3,20-29
85000,RENT,5.0,EDUCATION,A,14400,8.49,0,0.17,N,2,20-29
88068,RENT,10.0,DEBTCONSOLIDATION,B,14400,,0,0.16,N,2,20-29
30000,OWN,0.0,PERSONAL,A,3425,6.17,0,0.11,N,2,20-29
94500,RENT,6.0,HOMEIMPROVEMENT,B,14400,10.37,0,0.15,N,3,20-29
104000,MORTGAGE,6.0,PERSONAL,A,13600,6.03,0,0.13,N,2,20-29
104000,MORTGAGE,7.0,PERSONAL,B,9000,10.65,0,0.09,N,2,20-29
78200,MORTGAGE,3.0,MEDICAL,C,15000,14.27,1,0.16,Y,4,20-29
104000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14000,10.99,0,0.13,N,3,20-29
104000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.05,N,4,20-29
104000,OWN,2.0,HOMEIMPROVEMENT,A,10000,6.92,0,0.1,N,2,20-29
100000,RENT,1.0,MEDICAL,B,14400,11.71,0,0.14,N,3,20-29
30000,OWN,9.0,DEBTCONSOLIDATION,E,1200,16.69,1,0.04,Y,3,20-29
100000,RENT,2.0,MEDICAL,B,14400,10.74,0,0.14,N,3,20-29
30000,OWN,5.0,PERSONAL,B,3000,10.36,0,0.1,N,2,20-29
30000,OWN,3.0,PERSONAL,B,7000,9.99,0,0.23,N,2,20-29
104000,MORTGAGE,9.0,PERSONAL,B,14000,9.99,0,0.13,N,3,20-29
104000,MORTGAGE,2.0,VENTURE,A,19000,,0,0.18,N,4,20-29
113000,RENT,8.0,DEBTCONSOLIDATION,B,14400,11.71,1,0.13,N,4,20-29
130000,RENT,3.0,VENTURE,D,14400,14.46,0,0.11,Y,2,20-29
104000,MORTGAGE,4.0,VENTURE,C,11000,13.11,0,0.11,N,3,20-29
135000,RENT,6.0,MEDICAL,B,14400,12.69,0,0.11,N,4,20-29
28000,RENT,10.0,PERSONAL,B,14500,12.53,1,0.52,N,3,20-29
104000,MORTGAGE,8.0,EDUCATION,C,25000,12.84,0,0.24,N,2,20-29
104000,MORTGAGE,5.0,EDUCATION,A,15000,9.63,0,0.14,N,4,20-29
104004,MORTGAGE,10.0,DEBTCONSOLIDATION,C,15000,14.22,0,0.14,N,2,20-29
92085,MORTGAGE,4.0,HOMEIMPROVEMENT,C,2500,15.27,1,0.03,Y,3,20-29
30000,RENT,,VENTURE,A,14500,7.66,1,0.48,N,2,20-29
104606,MORTGAGE,8.0,VENTURE,D,5000,15.28,0,0.05,N,2,20-29
104676,MORTGAGE,,MEDICAL,A,16000,5.99,0,0.15,N,4,20-29
104740,MORTGAGE,5.0,MEDICAL,B,19200,11.99,0,0.18,N,3,20-29
105000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,,0,0.11,N,2,20-29
30000,RENT,0.0,VENTURE,D,14500,14.42,1,0.48,N,4,20-29
105000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9600,11.71,0,0.09,N,3,20-29
105000,MORTGAGE,8.0,EDUCATION,B,13000,9.91,0,0.12,N,3,20-29
30600,RENT,0.0,MEDICAL,E,14500,17.04,1,0.47,N,3,20-29
105000,MORTGAGE,5.0,PERSONAL,D,12000,16.29,0,0.11,N,2,20-29
105000,MORTGAGE,6.0,MEDICAL,A,12000,6.62,0,0.11,N,4,20-29
105000,OWN,10.0,HOMEIMPROVEMENT,B,4800,11.71,0,0.05,N,4,20-29
105000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7200,10.65,0,0.07,N,4,20-29
105000,MORTGAGE,8.0,EDUCATION,C,3000,,0,0.03,Y,3,20-29
105000,MORTGAGE,4.0,VENTURE,A,7200,7.51,0,0.07,N,3,20-29
35000,RENT,,MEDICAL,B,14500,11.49,1,0.41,N,3,20-29
105000,MORTGAGE,0.0,PERSONAL,B,5300,12.69,0,0.05,N,4,20-29
30000,RENT,1.0,VENTURE,D,14500,14.59,1,0.48,Y,2,20-29
105000,MORTGAGE,8.0,PERSONAL,A,11000,5.42,0,0.1,N,3,20-29
36000,RENT,2.0,DEBTCONSOLIDATION,B,14500,9.88,1,0.4,N,3,20-29
105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,11.99,0,0.11,N,2,20-29
37000,RENT,5.0,VENTURE,D,14500,15.33,1,0.39,N,4,20-29
105000,MORTGAGE,9.0,VENTURE,B,12000,10.99,0,0.11,N,2,20-29
105000,MORTGAGE,5.0,EDUCATION,B,20000,11.49,0,0.19,N,4,20-29
105000,MORTGAGE,3.0,VENTURE,A,16000,8.49,0,0.15,N,4,20-29
105000,OWN,0.0,EDUCATION,A,10000,7.49,0,0.1,N,2,20-29
105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3650,11.99,0,0.03,N,3,20-29
105000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.06,N,4,20-29
105000,OWN,0.0,VENTURE,C,5000,,0,0.05,Y,3,20-29
105000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600,15.23,0,0.05,N,4,20-29
105000,MORTGAGE,4.0,VENTURE,B,19000,11.99,0,0.18,N,3,20-29
31000,RENT,5.0,PERSONAL,B,14500,11.58,1,0.47,N,3,20-29
105000,MORTGAGE,8.0,MEDICAL,B,6000,9.99,0,0.06,N,2,20-29
36000,RENT,0.0,VENTURE,D,14500,14.54,1,0.4,Y,2,20-29
105000,MORTGAGE,9.0,VENTURE,C,4800,15.23,0,0.05,Y,2,20-29
43000,RENT,3.0,PERSONAL,B,14500,10.75,1,0.34,N,2,20-29
37200,RENT,3.0,EDUCATION,C,14500,13.85,1,0.39,Y,3,20-29
105000,MORTGAGE,11.0,PERSONAL,A,5000,8.49,0,0.05,N,3,20-29
105000,OWN,10.0,VENTURE,D,10000,15.65,0,0.1,Y,4,20-29
45000,RENT,2.0,PERSONAL,B,14500,10.36,1,0.32,N,4,20-29
105000,MORTGAGE,2.0,MEDICAL,B,9850,9.63,0,0.09,N,2,20-29
105000,MORTGAGE,6.0,EDUCATION,B,25000,10.74,0,0.24,N,3,20-29
45000,RENT,0.0,PERSONAL,C,14500,13.16,1,0.32,N,2,20-29
45504,RENT,2.0,PERSONAL,C,14500,,1,0.32,N,3,20-29
105000,MORTGAGE,2.0,VENTURE,E,15000,15.95,0,0.14,N,3,20-29
45600,RENT,0.0,VENTURE,C,14500,,1,0.32,N,3,20-29
55000,RENT,3.0,EDUCATION,A,14500,6.62,0,0.26,N,2,20-29
49500,RENT,3.0,EDUCATION,B,14500,11.49,1,0.29,N,3,20-29
105000,MORTGAGE,5.0,EDUCATION,E,15000,16.82,0,0.14,Y,4,20-29
51996,RENT,3.0,HOMEIMPROVEMENT,C,14500,13.16,1,0.28,Y,2,20-29
105000,MORTGAGE,8.0,VENTURE,A,10000,,0,0.1,N,3,20-29
59000,RENT,3.0,VENTURE,C,14500,11.97,1,0.25,N,2,20-29
105000,MORTGAGE,6.0,PERSONAL,C,6000,14.22,0,0.06,Y,3,20-29
105000,MORTGAGE,7.0,VENTURE,B,12000,11.36,0,0.11,N,2,20-29
105000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.1,N,3,20-29
105000,MORTGAGE,3.0,PERSONAL,C,16000,12.73,0,0.15,Y,4,20-29
105000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,12000,10.25,0,0.11,N,3,20-29
105000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,12000,13.48,0,0.11,N,3,20-29
105000,MORTGAGE,0.0,VENTURE,A,18000,8.94,0,0.17,N,3,20-29
105000,MORTGAGE,3.0,MEDICAL,B,20000,11.48,0,0.19,N,2,20-29
105000,MORTGAGE,6.0,EDUCATION,A,7500,,0,0.07,N,2,20-29
105000,MORTGAGE,0.0,MEDICAL,A,15000,8.94,0,0.14,N,4,20-29
93000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,25000,16.0,1,0.27,Y,2,20-29
100000,RENT,11.0,PERSONAL,A,14500,8.94,0,0.14,N,3,20-29
105000,MORTGAGE,6.0,MEDICAL,B,12800,11.83,0,0.12,N,2,20-29
105000,MORTGAGE,0.0,EDUCATION,B,5000,11.48,0,0.05,N,2,20-29
162000,RENT,5.0,EDUCATION,A,14500,7.9,0,0.09,N,4,20-29
105000,MORTGAGE,1.0,VENTURE,B,20000,,0,0.19,N,4,20-29
30000,OWN,3.0,PERSONAL,B,12000,11.36,0,0.4,N,3,20-29
105000,MORTGAGE,3.0,VENTURE,C,12000,12.84,0,0.11,Y,2,20-29
105000,MORTGAGE,1.0,PERSONAL,C,15000,12.53,0,0.14,Y,3,20-29
30000,OWN,3.0,HOMEIMPROVEMENT,B,11500,11.36,0,0.38,N,4,20-29
30000,OWN,5.0,PERSONAL,B,3000,12.18,0,0.1,N,2,20-29
105000,MORTGAGE,3.0,VENTURE,B,25000,11.58,0,0.24,N,3,20-29
30000,OWN,4.0,DEBTCONSOLIDATION,D,10000,14.61,0,0.33,Y,2,20-29
105000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,9500,9.32,0,0.09,N,3,20-29
105000,MORTGAGE,0.0,MEDICAL,A,5000,7.68,0,0.05,N,2,20-29
60000,RENT,1.0,VENTURE,B,14525,10.99,0,0.24,N,4,20-29
30000,OWN,0.0,EDUCATION,B,2500,12.53,0,0.08,N,2,20-29
48000,RENT,2.0,DEBTCONSOLIDATION,B,14550,9.62,0,0.3,N,3,20-29
105000,MORTGAGE,6.0,PERSONAL,D,6500,13.87,0,0.06,N,4,20-29
105000,MORTGAGE,4.0,VENTURE,C,4000,11.34,0,0.04,N,4,20-29
35000,RENT,7.0,MEDICAL,B,14575,10.65,1,0.42,N,3,20-29
38800,RENT,2.0,MEDICAL,A,14575,,1,0.38,N,4,20-29
30000,RENT,3.0,PERSONAL,A,14600,6.03,1,0.49,N,4,20-29
105018,MORTGAGE,8.0,HOMEIMPROVEMENT,D,28000,15.62,0,0.27,Y,4,20-29
60000,RENT,0.0,VENTURE,C,14650,12.61,0,0.24,Y,3,20-29
31200,RENT,8.0,DEBTCONSOLIDATION,C,14700,12.29,1,0.47,N,4,20-29
82440,RENT,8.0,DEBTCONSOLIDATION,A,14700,8.49,0,0.18,N,4,20-29
24000,RENT,1.0,PERSONAL,C,15000,12.73,1,0.63,Y,4,20-29
105508,MORTGAGE,8.0,MEDICAL,A,3500,7.66,0,0.03,N,4,20-29
105600,MORTGAGE,4.0,PERSONAL,B,8000,11.49,0,0.08,N,2,20-29
105600,MORTGAGE,2.0,PERSONAL,A,25000,6.99,0,0.24,N,4,20-29
28000,RENT,6.0,EDUCATION,B,15000,10.99,1,0.54,N,2,20-29
105600,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.51,0,0.14,N,3,20-29
105804,MORTGAGE,8.0,PERSONAL,A,15000,7.49,0,0.14,N,3,20-29
105897,MORTGAGE,9.0,MEDICAL,B,25000,11.36,0,0.24,N,3,20-29
105996,MORTGAGE,7.0,MEDICAL,A,3000,7.51,0,0.03,N,3,20-29
105999,MORTGAGE,6.0,VENTURE,B,8550,9.88,0,0.08,N,2,20-29
106000,MORTGAGE,6.0,VENTURE,A,35000,,0,0.33,N,2,20-29
28800,RENT,10.0,MEDICAL,B,15000,10.0,1,0.52,N,2,20-29
106000,MORTGAGE,10.0,MEDICAL,C,5000,12.98,0,0.05,N,4,20-29
106000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,6.54,0,0.11,N,2,20-29
94000,MORTGAGE,1.0,VENTURE,E,25000,,1,0.27,Y,2,20-29
106000,MORTGAGE,7.0,EDUCATION,A,10000,7.14,0,0.09,N,2,20-29
79900,MORTGAGE,7.0,MEDICAL,B,15000,11.12,1,0.16,N,4,20-29
29040,RENT,2.0,EDUCATION,B,15000,9.62,1,0.52,N,4,20-29
30000,RENT,1.0,DEBTCONSOLIDATION,C,15000,15.27,1,0.5,Y,2,20-29
30000,OWN,3.0,EDUCATION,B,7500,11.14,0,0.25,N,3,20-29
106000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4575,7.51,0,0.04,N,2,20-29
30000,RENT,5.0,DEBTCONSOLIDATION,C,15000,12.84,1,0.5,N,3,20-29
106000,MORTGAGE,9.0,EDUCATION,D,10000,15.33,0,0.09,Y,3,20-29
106000,MORTGAGE,5.0,EDUCATION,F,25000,18.09,0,0.24,N,3,20-29
31200,RENT,,MEDICAL,A,15000,6.62,1,0.48,N,3,20-29
106226,MORTGAGE,9.0,EDUCATION,B,20000,12.18,0,0.19,N,4,20-29
106800,MORTGAGE,6.0,EDUCATION,A,11525,5.42,0,0.11,N,4,20-29
106800,MORTGAGE,8.0,PERSONAL,C,16000,13.06,0,0.15,Y,4,20-29
31680,RENT,5.0,MEDICAL,C,15000,12.61,1,0.47,Y,4,20-29
106839,MORTGAGE,8.0,DEBTCONSOLIDATION,A,14000,7.88,0,0.13,N,4,20-29
30000,OWN,4.0,VENTURE,B,5000,11.58,0,0.17,N,4,20-29
30000,OWN,5.0,VENTURE,A,5000,,0,0.17,N,4,20-29
106870,OWN,9.0,EDUCATION,C,6000,15.27,0,0.06,Y,4,20-29
106921,MORTGAGE,6.0,MEDICAL,B,30000,9.99,0,0.28,N,3,20-29
106925,MORTGAGE,7.0,EDUCATION,B,24250,12.18,0,0.23,N,3,20-29
106982,MORTGAGE,6.0,EDUCATION,D,30000,14.91,0,0.28,Y,3,20-29
30000,OWN,1.0,PERSONAL,A,3000,9.63,0,0.1,N,2,20-29
107000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,24000,5.99,0,0.22,N,2,20-29
80750,MORTGAGE,1.0,MEDICAL,D,24000,15.99,1,0.25,N,4,20-29
32000,RENT,6.0,EDUCATION,B,15000,9.88,1,0.47,N,4,20-29
32000,RENT,5.0,VENTURE,C,15000,11.09,1,0.47,N,3,20-29
107000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,3000,,0,0.03,N,2,20-29
32240,RENT,3.0,PERSONAL,C,15000,13.22,1,0.47,N,3,20-29
107000,MORTGAGE,1.0,VENTURE,A,10000,7.14,0,0.09,N,2,20-29
107000,MORTGAGE,1.0,MEDICAL,A,1000,7.4,0,0.01,N,4,20-29
95000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,19800,13.22,1,0.21,Y,3,20-29
107000,MORTGAGE,0.0,MEDICAL,C,7000,12.87,0,0.07,N,2,20-29
107000,MORTGAGE,2.0,MEDICAL,C,17400,13.47,0,0.16,N,4,20-29
30000,OWN,1.0,MEDICAL,E,15000,15.68,1,0.5,N,3,20-29
95000,MORTGAGE,3.0,HOMEIMPROVEMENT,F,15000,17.03,1,0.16,N,2,20-29
33204,RENT,7.0,MEDICAL,C,2000,14.72,0,0.06,Y,3,20-29
107004,MORTGAGE,2.0,EDUCATION,A,10000,7.29,0,0.09,N,3,20-29
107203,MORTGAGE,8.0,PERSONAL,A,6000,7.4,0,0.06,N,2,20-29
107280,MORTGAGE,4.0,EDUCATION,E,25000,16.45,0,0.23,Y,4,20-29
33600,RENT,0.0,PERSONAL,C,2000,,0,0.06,Y,2,20-29
30000,OWN,6.0,HOMEIMPROVEMENT,B,7500,10.96,0,0.25,N,4,20-29
107496,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20000,12.69,0,0.19,N,4,20-29
33996,RENT,3.0,EDUCATION,A,2000,8.0,0,0.06,N,2,20-29
107900,MORTGAGE,10.0,MEDICAL,A,16500,8.94,0,0.15,N,3,20-29
108000,OWN,2.0,VENTURE,C,8000,15.27,0,0.07,Y,2,20-29
108000,MORTGAGE,9.0,PERSONAL,B,4800,12.42,0,0.04,N,4,20-29
34800,RENT,3.0,MEDICAL,B,2000,11.71,0,0.06,N,3,20-29
34860,RENT,0.0,VENTURE,B,2000,,0,0.06,N,2,20-29
34884,RENT,3.0,EDUCATION,A,2000,6.92,0,0.06,N,2,20-29
